title,label
거래소 현대공업에 현저한 시황변동 조회공시 요구,0
fnRASSI현대공업170030 현재 2241 ↑,0
현대공업 10 이상 상승 전일 외국인 대량 순매수,1
현대공업 1분기 영업이익 20억원전년比 5754↑,1
제목,0
특징주 휘닉스소재 홍라희 관련주로 부각되며 강세,1
휘닉스소재 190 상승폭 확대,1
휘닉스소재 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
휘닉스소재 한국문화진흥 외 2인으로 최대주주 변경,0
fnRASSI휘닉스소재050090 현재 2449 ↑,0
제목,0
거래소 휴림로봇 현저한 시황변동 관련 조회 공시,0
휴림로봇 보건복지부 코로나 방역지침 반영한 전자 방역 솔루션’ 개발,0
휴림로봇 한양대 ERICA 우수 협력기관 선정,1
휴림로봇 스마트 모터 허큘럭스’ 공급 계약 체결,1
휴림로봇 187억원 규모 삼부토건 지분 양도 계약 철회,1
휴림로봇 지능형 로봇 테미’로 스마트 전시 홍보 나서,0
특징주 휴림로봇 대규모 공급계약 소식에 강세,1
기업공시 7월 29일휴림로봇 205억원 규모 마스크 생산설비 계약 등,1
휴림로봇 205억원 규모 마스크 생산설비 계약거래정지,1
휴림로봇 계열사 태안중공업 53억원 채무보증 결정,0
휴림로봇 마스크 생산 자동화설비 국산화 성공,0
휴림로봇 마스크 생산설비 원스톱 토탈 솔루션 출시,0
fnRASSI휴림로봇 전일대비 1708 상승,1
휴림로봇 10 이상 상승 전일 외국인 대량 순매수,1
휴림로봇 한양대학교 ERICA와 지능형로봇 교육시스템 구축,0
공시 휴림로봇 이권노 대표 사임정광원 단독 대표 체제,0
휴림로봇 마스크 생산설비 등 마스크 제조 산업 진출,0
휴림로봇 태국에 방역케어로봇 테미 수출계약해외 도입 본격화,1
fnRASSI휴림로봇 전일대비 1042 상승,1
특징주 휴림로봇 22조 규모 원전해체연구소 출범 소식에 기대감 ↑,1
제목,0
휴마시스 군포 신사옥 완공생산 능력 3배 증가,0
특징주 휴마시스 임신14주까지 낙태 가능 입법 예고 소식에 ↑,0
휴마시스 코로나19·독감 동시 진단키트 수출용 허가 획득,0
휴마시스 코로나19 항원 진단키트 유럽 CEIVD 인증 획득수출 본격화 전망,1
딸람이 알려주는 오늘의 특징주카카오게임즈·초록뱀·SK케미칼·휴마시스,0
휴마시스 코로나19 항원 진단키트 수출용 허가 승인,1
휴마시스 브라질에 코로나19 진단키트 지원 사격,0
휴마시스 34억원 파생상품금융부채 평가손실 발생,-1
휴마시스 검색 상위 랭킹 주가 722,0
휴마시스 52주 신고가 경신 최근 3일간 외국인 대량 순매도,1
휴마시스 검색 상위 랭킹 주가 325,0
우리들휴브레인 5 이상 상승 제 2 의 휴마시스,1
휴마시스 10 이상 상승 코로나19가 가져다 준 기회,1
fnRASSI휴마시스 전일대비 886 상승,1
휴마시스 10 이상 상승 코로나19가 가져다 준 기회,1
휴마시스 검색 상위 랭킹 주가 103,0
휴마시스 주가 9600원 전일대비 214,0
휴마시스 개인 투자자 관심 집중 주가 155,1
우리들휴브레인 제2의 휴마시스한국판 뉴딜 다양한 수혜도 기대,1
휴마시스 검색 상위 랭킹 주가 1315,0
